iter	Passed	Remaining
209	3705	13940
210	3723	13923
211	3741	13906
212	3759	13889
213	3776	13871
214	3794	13855
215	3812	13838
216	3830	13822
217	3848	13805
218	3866	13789
219	3884	13771
220	3902	13754
221	3914	13719
222	3933	13704
223	3950	13686
224	3968	13669
225	3986	13652
226	4004	13636
227	4022	13621
228	4040	13604
229	4058	13587
230	4077	13573
231	4095	13556
232	4113	13540
233	4131	13523
234	4149	13508
235	4167	13491
236	4185	13474
237	4203	13457
238	4222	13445
239	4240	13428
240	4258	13410
241	4276	13396
242	4294	13379
243	4312	13362
244	4330	13344
245	4348	13329
246	4367	13315
247	4385	13298
248	4403	13281
249	4421	13263
250	4440	13251
251	4459	13237
252	4480	13227
253	4498	13212
254	4516	13195
255	4534	13178
256	4554	13166
257	4573	13152
258	4591	13135
259	4608	13117
260	4627	13101
261	4646	13088
262	4666	13075
263	4686	13065
264	4704	13047
265	4722	13031
266	4741	13015
267	4761	13004
268	4778	12986
269	4796	12969
270	4815	12953
271	4833	12937
272	4852	12920
273	4870	12904
274	4888	12887
275	4906	12869
276	4924	12853
277	4942	12836
278	4961	12821
279	4979	12803
280	4997	12786
281	5014	12768
282	5033	12753
283	5051	12736
284	5071	12723
285	5089	12706
286	5107	12689
287	5126	12672
288	5145	12659
289	5164	12644
290	5182	12626
291	5200	12609
292	5219	12593
293	5239	12582
294	5257	12565
295	5277	12552
296	5295	12535
297	5313	12518
298	5331	12500
299	5349	12483
300	5367	12465
301	5385	12447
302	5403	12429
303	5421	12412
304	5440	12396
305	5458	12379
306	5477	12363
307	5494	12345
308	5512	12328
309	5532	12313
310	5550	12297
311	5569	12281
312	5588	12265
313	5605	12247
314	5624	12230
315	5642	12213
316	5660	12195
317	5678	12177
318	5697	12163
319	5716	12146
320	5734	12129
321	5752	12111
322	5770	12093
323	5787	12075
324	5805	12057
325	5823	12039
326	5840	12021
327	5858	12002
328	5875	11983
329	5894	11967
330	5912	11949
331	5930	11932
332	5948	11914
333	5966	11897
334	5984	11879
335	6003	11863
336	6022	11847
337	6040	11830
338	6059	11815
339	6078	11799
340	6097	11782
341	6115	11766
342	6133	11749
343	6151	11731
344	6170	11715
345	6191	11702
346	6209	11684
347	6227	11667
348	6245	11650
349	6264	11633
350	6283	11618
351	6302	11602
352	6322	11587
353	6340	11569
354	6358	11552
355	6376	11534
356	6394	11516
357	6412	11499
358	6431	11482
359	6449	11465
360	6467	11447
361	6484	11429
362	6502	11411
363	6522	11395
364	6537	11374
365	6558	11360
366	6578	11346
367	6597	11330
368	6616	11314
369	6635	11298
370	6653	11280
371	6671	11262
372	6690	11246
373	6711	11233
374	6729	11216
375	6747	11197
376	6766	11181
377	6784	11163
378	6802	11146
379	6820	11127
380	6838	11109
381	6856	11091
382	6873	11073
383	6892	11056
384	6910	11038
385	6928	11021
386	6947	11004
387	6966	10989
388	6985	10972
389	7003	10954
390	7021	10936
391	7039	10918
392	7057	10899
393	7076	10884
394	7096	10869
395	7116	10854
396	7136	10839
397	7155	10823
398	7175	10808
399	7193	10790
400	7211	10771
401	7229	10753
402	7247	10735
403	7265	10718
404	7284	10702
405	7302	10684
406	7320	10666
407	7338	10648
408	7356	10630
409	7374	10612
410	7392	10594
411	7410	10576
412	7428	10558
413	7446	10540
414	7464	10522
415	7483	10506
416	7502	10489
417	7520	10471
418	7538	10453
419	7560	10440
420	7579	10423
421	7596	10405
422	7615	10388
423	7634	10371
424	7653	10355
425	7673	10339
426	7693	10323
427	7711	10306
428	7729	10288
429	7748	10271
430	7767	10254
431	7785	10236
432	7803	10218
433	7821	10200
434	7839	10182
435	7857	10164
436	7875	10146
437	7896	10131
438	7914	10114
439	7933	10096
440	7950	10078
441	7970	10062
442	7988	10044
443	8006	10026
444	8024	10008
445	8042	9990
446	8060	9972
447	8079	9954
448	8097	9937
449	8116	9919
450	8137	9905
451	8155	9887
452	8175	9871
453	8193	9854
454	8212	9837
455	8231	9820
456	8250	9802
457	8268	9785
458	8286	9767
459	8304	9749
460	8323	9731
461	8341	9713
462	8360	9696
463	8380	9681
464	8398	9662
465	8417	9645
466	8434	9627
467	8453	9609
468	8471	9591
469	8489	9573
470	8507	9554
471	8520	9531
472	8538	9513
473	8557	9496
474	8576	9479
475	8595	9462
476	8614	9444
477	8631	9426
478	8649	9407
479	8668	9390
480	8686	9372
481	8704	9354
482	8723	9337
483	8742	9320
484	8762	9304
485	8781	9287
486	8800	9270
487	8818	9252
488	8836	9234
489	8854	9216
490	8872	9197
491	8890	9179
492	8908	9161
493	8925	9142
494	8943	9123
495	8961	9106
496	8980	9088
497	8998	9070
498	9016	9053
499	9034	9034
500	9053	9017
501	9064	8992
502	9083	8974
503	9101	8957
504	9119	8939
505	9137	8920
506	9155	8902
507	9173	8884
508	9191	8866
509	9209	8848
510	9227	8830
511	9246	8812
512	9264	8795
513	9284	8778
514	9302	8760
515	9322	8744
516	9340	8726
517	9358	8708
518	9377	8691
519	9395	8673
520	9413	8654
521	9431	8636
522	9449	8618
523	9469	8602
524	9487	8583
525	9505	8565
526	9522	8547
527	9540	8528
528	9558	8510
529	9576	8492
530	9595	8475
531	9613	8457
532	9632	8439
533	9650	8421
534	9669	8404
535	9689	8388
536	9708	8370
537	9725	8351
538	9743	8333
539	9764	8317
540	9782	8300
541	9802	8283
542	9820	8265
543	9839	8247
544	9858	8230
545	9873	8210
546	9891	8191
547	9909	8173
548	9926	8154
549	9944	8136
550	9963	8118
551	9983	8102
552	10000	8083
553	10018	8065
554	10036	8047
555	10054	8029
556	10072	8011
557	10091	7993
558	10109	7975
559	10127	7957
560	10145	7939
561	10162	7920
562	10180	7902
563	10198	7884
564	10216	7865
565	10234	7847
566	10252	7829
567	10271	7812
568	10289	7794
569	10307	7775
570	10326	7758
571	10346	7741
572	10365	7724
573	10384	7706
574	10403	7689
575	10421	7671
576	10439	7653
577	10457	7634
578	10476	7617
579	10494	7599
580	10512	7581
581	10531	7564
582	10553	7548
583	10572	7531
584	10592	7514
585	10612	7497
586	10633	7481
587	10651	7463
588	10669	7445
589	10687	7426
590	10705	7408
591	10724	7391
592	10743	7373
593	10763	7356
594	10782	7339
595	10800	7320
596	10819	7303
597	10837	7285
598	10855	7267
599	10873	7249
600	10891	7231
601	10909	7212
602	10927	7194
603	10946	7176
604	10964	7158
605	10982	7140
606	11000	7122
607	11019	7104
608	11036	7086
609	11054	7067
610	11072	7049
611	11089	7030
612	11108	7013
613	11126	6994
614	11143	6976
615	11161	6957
616	11179	6939
617	11196	6920
618	11214	6902
619	11231	6883
620	11248	6865
621	11266	6847
622	11284	6828
623	11302	6810
624	11320	6792
625	11340	6775
626	11359	6757
627	11378	6740
628	11396	6722
629	11414	6704
630	11433	6686
631	11451	6668
632	11470	6650
633	11488	6632
634	11506	6614
635	11525	6596
636	11543	6578
637	11561	6559
638	11579	6541
639	11597	6523
640	11617	6506
641	11635	6488
642	11652	6469
643	11670	6451
644	11688	6433
645	11706	6414
646	11723	6396
647	11742	6378
648	11760	6360
649	11778	6342
650	11796	6323
651	11814	6305
652	11835	6289
653	11853	6271
654	11871	6252
655	11891	6235
656	11909	6217
657	11926	6199
658	11944	6180
659	11963	6163
660	11981	6144
661	11999	6126
662	12016	6108
663	12034	6089
664	12052	6071
665	12070	6053
666	12087	6034
667	12109	6018
668	12128	6000
669	12149	5983
670	12167	5965
671	12185	5947
672	12202	5929
673	12220	5910
674	12238	5892
675	12255	5873
676	12274	5856
677	12292	5838
678	12310	5819
679	12328	5801
680	12346	5783
681	12364	5765
682	12382	5747
683	12400	5729
684	12418	5710
685	12435	5692
686	12453	5673
687	12470	5655
688	12488	5637
689	12507	5619
690	12525	5601
691	12544	5583
692	12562	5565
693	12581	5547
694	12599	5529
695	12617	5511
696	12635	5492
697	12653	5474
698	12670	5456
699	12688	5437
700	12706	5419
701	12723	5401
702	12741	5383
703	12759	5364
704	12776	5346
705	12794	5328
706	12812	5309
707	12830	5291
708	12848	5273
709	12866	5255
710	12883	5236
711	12901	5218
712	12918	5200
713	12936	5181
714	12954	5163
715	12972	5145
716	12989	5127
717	13008	5109
718	13026	5091
719	13044	5073
720	13062	5054
721	13081	5036
722	13099	5018
723	13118	5000
724	13136	4982
725	13154	4964
726	13175	4947
727	13196	4930
728	13213	4912
729	13232	4894
730	13250	4875
731	13268	4857
732	13286	4839
733	13304	4821
734	13321	4803
735	13339	4784
736	13357	4766
737	13375	4748
738	13394	4730
739	13411	4712
740	13429	4694
741	13448	4676
742	13466	4658
743	13484	4639
744	13502	4621
745	13520	4603
746	13538	4585
747	13555	4566
748	13573	4548
749	13592	4530
750	13610	4512
751	13629	4494
752	13648	4477
753	13667	4459
754	13685	4441
755	13704	4423
756	13723	4405
757	13741	4387
758	13758	4368
759	13776	4350
760	13794	4332
761	13812	4314
762	13830	4295
763	13850	4278
764	13868	4260
765	13886	4242
766	13904	4223
767	13921	4205
768	13939	4187
769	13952	4167
770	13970	4149
771	13988	4131
772	14006	4113
773	14027	4095
774	14049	4078
775	14069	4061
776	14087	4043
777	14105	4025
778	14123	4006
779	14142	3988
780	14159	3970
781	14177	3952
782	14195	3934
783	14213	3915
784	14230	3897
785	14248	3879
786	14266	3861
787	14284	3843
788	14302	3824
789	14319	3806
790	14337	3788
791	14355	3770
792	14373	3751
793	14391	3733
794	14409	3715
795	14427	3697
796	14444	3679
797	14461	3660
798	14479	3642
799	14498	3624
800	14516	3606
801	14534	3588
802	14552	3570
803	14570	3552
804	14589	3533
805	14607	3515
806	14625	3497
807	14643	3479
808	14662	3461
809	14679	3443
810	14697	3425
811	14715	3407
812	14733	3388
813	14751	3370
814	14768	3352
815	14786	3334
816	14805	3316
817	14823	3298
818	14842	3280
819	14861	3262
820	14880	3244
821	14899	3226
822	14917	3208
823	14935	3190
824	14953	3171
825	14971	3153
826	14989	3135
827	15007	3117
828	15025	3099
829	15042	3081
830	15059	3062
831	15077	3044
832	15095	3026
833	15114	3008
834	15131	2990
835	15151	2972
836	15169	2954
837	15188	2936
838	15207	2918
839	15225	2900
840	15243	2881
841	15261	2863
842	15279	2845
843	15296	2827
844	15314	2809
845	15333	2791
846	15352	2773
847	15370	2755
848	15389	2737
849	15408	2719
850	15427	2701
851	15445	2683
852	15463	2664
853	15480	2646
854	15498	2628
855	15516	2610
856	15533	2592
857	15553	2574
858	15571	2555
859	15589	2537
860	15606	2519
861	15624	2501
862	15643	2483
863	15662	2465
864	15679	2447
865	15697	2428
866	15716	2410
867	15734	2392
868	15752	2374
869	15770	2356
870	15788	2338
871	15807	2320
872	15825	2302
873	15843	2284
874	15861	2265
875	15878	2247
876	15897	2229
877	15916	2211
878	15934	2193
879	15952	2175
880	15970	2157
881	15988	2139
882	16006	2120
883	16024	2102
884	16043	2084
885	16061	2066
886	16079	2048
887	16097	2030
888	16115	2012
889	16133	1993
890	16151	1975
891	16170	1957
892	16189	1939
893	16207	1921
894	16225	1903
895	16243	1885
896	16261	1867
897	16279	1849
898	16297	1830
899	16316	1812
900	16334	1794
901	16352	1776
902	16370	1758
903	16389	1740
904	16408	1722
905	16426	1704
906	16444	1686
907	16463	1668
908	16481	1649
909	16498	1631
910	16517	1613
911	16535	1595
912	16553	1577
913	16571	1559
914	16589	1541
915	16608	1523
916	16626	1504
917	16646	1486
918	16666	1468
919	16685	1450
920	16703	1432
921	16721	1414
922	16739	1396
923	16758	1378
924	16776	1360
925	16794	1342
926	16812	1323
927	16830	1305
928	16848	1287
929	16866	1269
930	16884	1251
931	16902	1233
932	16919	1215
933	16938	1196
934	16955	1178
935	16974	1160
936	16991	1142
937	17009	1124
938	17027	1106
939	17045	1088
940	17063	1069
941	17082	1051
942	17101	1033
943	17120	1015
944	17138	997
945	17156	979
946	17175	961
947	17194	943
948	17212	925
949	17230	906
950	17248	888
951	17266	870
952	17284	852
953	17301	834
954	17319	816
955	17337	797
956	17355	779
957	17373	761
958	17391	743
959	17409	725
960	17426	707
961	17445	689
962	17462	670
963	17481	652
964	17499	634
965	17517	616
966	17536	598
967	17553	580
968	17571	562
969	17588	543
970	17607	525
971	17625	507
972	17642	489
973	17662	471
974	17680	453
975	17698	435
976	17715	417
977	17733	398
978	17750	380
979	17770	362
980	17787	344
981	17806	326
982	17823	308
983	17841	290
984	17859	271
985	17877	253
986	17895	235
987	17914	217
988	17933	199
989	17952	181
990	17969	163
991	17987	145
992	18006	126
993	18024	108
994	18041	90
995	18059	72
996	18077	54
997	18096	36
998	18114	18
999	18132	0
