iter	Logloss
217	0.03226708848
218	0.03209765061
219	0.03175537483
220	0.03160464245
221	0.03154207053
222	0.0314688242
223	0.03134266708
224	0.03116115539
225	0.03107300012
226	0.03092098754
227	0.03083783647
228	0.03041110091
229	0.02995278006
230	0.02983038063
231	0.02952817212
232	0.02933840648
233	0.029159209
234	0.02904867348
235	0.0289798664
236	0.02885641222
237	0.02873655247
238	0.02851590903
239	0.02844618196
240	0.02826181961
241	0.02810898294
242	0.02798122427
243	0.02759621195
244	0.02735774932
245	0.02715140322
246	0.02688958593
247	0.02650004884
248	0.02632235703
249	0.02613665747
250	0.02610243922
251	0.02572228857
252	0.0255516301
253	0.0254236978
254	0.02527072119
255	0.02516000945
256	0.02510478963
257	0.02496203132
258	0.02478554974
259	0.02461269368
260	0.0243902932
261	0.02425401107
262	0.02419449454
263	0.02410631076
264	0.02408535584
265	0.02401852089
266	0.02380167401
267	0.02347909886
268	0.02343263833
269	0.0232487295
270	0.02306957349
271	0.0229005088
272	0.02277459528
273	0.02261701874
274	0.02244149343
275	0.02233222257
276	0.02216480608
277	0.02201097945
278	0.02194754196
279	0.02181565243
280	0.02177604126
281	0.02167160096
282	0.02159668052
283	0.02141291162
284	0.02137562892
285	0.02130918529
286	0.02124615985
287	0.02119433232
288	0.02109847898
289	0.02099256153
290	0.02080371587
291	0.02067049172
292	0.02061931465
293	0.02052576386
294	0.02040089472
295	0.02014946938
296	0.02003812531
297	0.01992384247
298	0.01986898676
299	0.01972463338
300	0.01963936894
301	0.01957677499
302	0.01954737435
303	0.019440511
304	0.01938283184
305	0.01937968057
306	0.01931339632
307	0.01923916133
308	0.01918276756
309	0.01911445545
310	0.01895608721
311	0.01880310152
312	0.01878777665
313	0.01874577999
314	0.01862988006
315	0.01858678071
316	0.01854824242
317	0.01835145121
318	0.01832205705
319	0.018250525
320	0.0182080839
321	0.01815576139
322	0.01809653251
323	0.01800143719
324	0.01797613113
325	0.01797299929
326	0.01790979116
327	0.0178530294
328	0.01782537414
329	0.01771673819
330	0.01765995311
331	0.01756828764
332	0.01756195659
333	0.01751313261
334	0.01743189926
335	0.01735022016
336	0.01731751276
337	0.01728213352
338	0.01716967769
339	0.01701533794
340	0.01694658528
341	0.01684303906
342	0.01681835496
343	0.01672657158
344	0.01669855221
345	0.01664299809
346	0.01656022279
347	0.01648648925
348	0.0164801582
349	0.01642982856
350	0.01640222124
351	0.01637623362
352	0.01633075528
353	0.01624932756
354	0.0162001304
355	0.01616960505
356	0.01613205801
357	0.01606220784
358	0.01600715129
359	0.01597665574
360	0.01591245506
361	0.01584940501
362	0.015726876
363	0.01564923058
364	0.01564753315
365	0.01557089842
366	0.01555393312
367	0.01553013273
368	0.0154690276
369	0.01542593474
370	0.01540948515
371	0.0153550091
372	0.01529365519
373	0.01524903204
374	0.01514358624
375	0.01506981124
376	0.01503698593
377	0.01502116219
378	0.01494905482
379	0.01492774487
380	0.01490072323
381	0.01483897282
382	0.01478345498
383	0.01475291926
384	0.01465907175
385	0.01464119165
386	0.01461245055
387	0.01457671497
388	0.01453903706
389	0.01451921204
390	0.01447097244
391	0.01439142486
392	0.01435536664
393	0.01435337637
394	0.0142976849
395	0.01425895095
396	0.01419152643
397	0.01412359787
398	0.01411494483
399	0.01410614278
400	0.01403559032
401	0.01399264258
402	0.01390980897
403	0.01384666173
404	0.01376869627
405	0.01368435569
406	0.0136270238
407	0.01354832494
408	0.0135225252
409	0.0135040335
410	0.01347054735
411	0.01345664133
412	0.01344982567
413	0.01338584786
414	0.01328592845
415	0.0131817784
416	0.01317227146
417	0.01304490411
418	0.01298548087
419	0.01291833883
420	0.012904771
421	0.01287365608
422	0.01279477451
423	0.01276829061
424	0.01269650718
425	0.01267415544
426	0.01262092849
427	0.01260064218
428	0.01257493055
429	0.01255790306
430	0.01252449595
431	0.01249836968
432	0.01244592926
433	0.01240481501
434	0.01235132373
435	0.01230913919
436	0.01226618497
437	0.0122164747
438	0.01219692956
439	0.01218134424
440	0.01217878642
441	0.01213218725
442	0.01212549339
443	0.01212268938
444	0.01207895901
445	0.0120543384
446	0.01202224001
447	0.01198461781
448	0.011920732
449	0.01190409194
450	0.01186579984
451	0.0118187938
452	0.01178948257
453	0.01177433781
454	0.01175994199
455	0.01171073577
456	0.0116787799
457	0.01164091411
458	0.01159239722
459	0.01158282161
460	0.01156883395
461	0.01150860735
462	0.01150589922
463	0.01149330321
464	0.0114559894
465	0.0114262415
466	0.01141446311
467	0.011396434
468	0.01138151729
469	0.0113652802
470	0.01136281309
471	0.01136207062
472	0.01134296863
473	0.01131485597
474	0.01127458137
475	0.01126433715
476	0.01126330961
477	0.01125775861
478	0.01123043895
479	0.01122702723
480	0.01120859385
481	0.01118461334
482	0.01116224994
483	0.01114477282
484	0.01114030506
485	0.01111181793
486	0.01105726413
487	0.01100120208
488	0.01093826864
489	0.01089884146
490	0.01086197081
491	0.01080493629
492	0.01075082953
493	0.01071767185
494	0.0107053622
495	0.01065949642
496	0.01062978156
497	0.01062213338
498	0.01056150962
499	0.01050580779
500	0.01050110032
501	0.01050093705
502	0.01048724548
503	0.01048127076
504	0.01046895268
505	0.01045930774
506	0.01045165891
507	0.01044170299
508	0.01041194408
509	0.01040069824
510	0.01036405304
511	0.01033205766
512	0.01029646397
513	0.01027238628
514	0.01026106788
515	0.01024698563
516	0.01023801125
517	0.01019573536
518	0.01018935053
519	0.010169497
520	0.01015841248
521	0.01015328972
522	0.01013330273
523	0.01011564809
524	0.01007445545
525	0.01003657735
526	0.009990394115
527	0.009978718084
528	0.009966983743
529	0.009927160714
530	0.009919310394
531	0.009907306536
532	0.009901246299
533	0.009873109667
534	0.009855062417
535	0.009842992477
536	0.009814346614
537	0.00980468807
538	0.009771479861
539	0.009743597844
540	0.009713518879
541	0.009692558128
542	0.009663949842
543	0.009658132558
544	0.009629512611
545	0.009628026382
546	0.009601184855
547	0.009572182013
548	0.009554815033
549	0.00952947982
550	0.009508429662
551	0.009502193202
552	0.009480925358
553	0.009473435257
554	0.009445409412
555	0.009433838984
556	0.009390214215
557	0.009345444648
558	0.009318410054
559	0.009285232295
560	0.009281856858
561	0.009266690068
562	0.00923333479
563	0.009227847276
564	0.009223746865
565	0.00917644734
566	0.009161785893
567	0.009137810572
568	0.009122255704
569	0.009104939259
570	0.009073504935
571	0.009068215671
572	0.009033984464
573	0.009003704657
574	0.00898078084
575	0.008959291422
576	0.00893053542
577	0.008913995131
578	0.008879772995
579	0.008875285802
580	0.008868997512
581	0.008840838852
582	0.008824712556
583	0.008820049141
584	0.008789777756
585	0.008780131521
586	0.008751474645
587	0.008730302686
588	0.008724679118
589	0.00871583949
590	0.008706826879
591	0.008666804303
592	0.008634120874
593	0.008627212566
594	0.008618146181
595	0.008615057106
596	0.008595649315
597	0.008564656843
598	0.008560660093
599	0.008537241946
600	0.008533744708
601	0.008530710054
602	0.008518938137
603	0.008517629426
604	0.008515595742
605	0.008482859834
606	0.008473122249
607	0.008469165667
608	0.008443425531
609	0.008428707071
610	0.008405079012
611	0.008381936861
612	0.008355399837
613	0.008320878381
614	0.008289674702
615	0.008268501448
616	0.008245204454
617	0.008221512903
618	0.00820347278
619	0.008190047482
620	0.008187431356
621	0.008174024198
622	0.008165768955
623	0.008156766062
624	0.008152263968
625	0.00814934334
626	0.008130235517
627	0.008122823809
628	0.008095102466
629	0.008069017011
630	0.008068171532
631	0.008043447266
632	0.008021696106
633	0.008011024931
634	0.008007157108
635	0.008003894402
636	0.007996967305
637	0.007993416294
638	0.007985015278
639	0.007966340236
640	0.007955891931
641	0.007946839151
642	0.007933226616
643	0.007925675615
644	0.007902298285
645	0.007893038833
646	0.007875042117
647	0.007868061895
648	0.007864412406
649	0.007861020124
650	0.007853743823
651	0.007852818655
652	0.007846224567
653	0.007842154607
654	0.007822737746
655	0.007811749759
656	0.007791284634
657	0.007773630645
658	0.007761080628
659	0.007754298656
660	0.007752055707
661	0.007721266021
662	0.007714717284
663	0.007706186046
664	0.00768260593
665	0.007679350998
666	0.007677723532
667	0.007646424615
668	0.007633828599
669	0.007624304813
670	0.007602194081
671	0.007593495042
672	0.007574308178
673	0.007557843042
674	0.007528551247
675	0.007520154766
676	0.00749535146
677	0.007485514102
678	0.007472211252
679	0.007469332089
680	0.007464901261
681	0.007446054531
682	0.007439154646
683	0.007437031554
684	0.007430222371
685	0.007425203272
686	0.007406011224
687	0.007376274337
688	0.007363661476
689	0.007344446752
690	0.007324093062
691	0.007305786014
692	0.007290968428
693	0.007269706415
694	0.007249311261
695	0.007240999004
696	0.007224123115
697	0.007214579893
698	0.007210898659
699	0.007209481105
700	0.007206977709
701	0.007204298092
702	0.007195466239
703	0.007171254443
704	0.007165893264
705	0.007150738136
706	0.007132856742
707	0.007107931635
708	0.007076389116
709	0.007071142611
710	0.007052097632
711	0.007047164699
712	0.007027549588
713	0.007026234399
714	0.007016758556
715	0.00699588786
716	0.00699444763
717	0.006992382848
718	0.006978947183
719	0.006962495006
720	0.006942324664
721	0.006929358063
722	0.006923049688
723	0.006919294596
724	0.00691319419
725	0.006895253192
726	0.006881305057
727	0.006874250329
728	0.006864172609
729	0.006849057001
730	0.006844880788
731	0.006833971842
732	0.006831853934
733	0.006829691322
734	0.0068272877
735	0.006805589018
736	0.006795285837
737	0.006767714801
738	0.006761044264
739	0.006757217905
740	0.00674531706
741	0.006733206303
742	0.006726376388
743	0.006724734021
744	0.006721877533
745	0.006719619036
746	0.006714550697
747	0.006700679012
748	0.006672638914
749	0.006670288418
750	0.006646933763
751	0.006644967458
752	0.006632170599
753	0.006622512703
754	0.006604147994
755	0.006602344306
756	0.006594639757
757	0.006582170725
758	0.006577438634
759	0.006560098218
760	0.006558388472
761	0.006550924933
762	0.006522216875
763	0.006520478622
764	0.006512678188
765	0.006510572589
766	0.006506106128
767	0.006501764059
768	0.006499568405
769	0.006499370803
770	0.006486757942
771	0.006484592738
772	0.006478603767
773	0.006457276318
774	0.006443268579
775	0.006441830941
776	0.006426828063
777	0.006421098243
778	0.006410750358
779	0.006399785047
780	0.006398028654
781	0.006387165059
782	0.006375004416
783	0.006363096445
784	0.006354078003
785	0.00635248293
786	0.006350853521
787	0.00634268898
788	0.006336103963
789	0.006328208939
790	0.00631830485
791	0.006315835144
792	0.006301511889
793	0.006297172412
794	0.006292109256
795	0.006290434495
796	0.006270169564
797	0.006268375594
798	0.006254496782
799	0.006234445002
800	0.006196046653
801	0.0061928591
802	0.006186993226
803	0.006182359613
804	0.006168813809
805	0.006164614921
806	0.006162962188
807	0.006158237872
808	0.006150262511
809	0.00614601892
810	0.006145241468
811	0.00613235909
812	0.006124985607
813	0.006120131068
814	0.006113075692
815	0.006095568123
816	0.006094615097
817	0.006090630656
818	0.006078717501
819	0.006062434419
820	0.006054390384
821	0.006029175675
822	0.006020451369
823	0.006015673928
824	0.006008051012
825	0.006005342888
826	0.005992657464
827	0.005990524007
828	0.00598280067
829	0.005969375372
830	0.005968887521
831	0.005963571694
832	0.005959645562
833	0.005958759266
834	0.005950141212
835	0.005931652111
836	0.00592666994
837	0.005925159092
838	0.005914894135
839	0.005908591592
840	0.005907359331
841	0.00590217567
842	0.005900978394
843	0.005899519376
844	0.005898069428
845	0.005894519065
846	0.005880233386
847	0.005867939928
848	0.005859403507
849	0.005857952263
850	0.005857139826
851	0.005851691832
852	0.005848486786
853	0.005846538621
854	0.005834650734
855	0.005833820156
856	0.005833503345
857	0.005831833767
858	0.005820689642
859	0.005820383196
860	0.005817574003
861	0.00581668123
862	0.005814889203
863	0.005812341752
864	0.005811562357
865	0.005809660839
866	0.005800359275
867	0.005796054135
868	0.005794599004
869	0.005784065179
870	0.00577121066
871	0.005764901638
872	0.005757866994
873	0.00575405748
874	0.005745037094
875	0.005721571005
876	0.005718882965
877	0.005704111379
878	0.005692019411
879	0.005691302859
880	0.005689158388
881	0.005686306435
882	0.0056804438
883	0.005677173967
884	0.005665864633
885	0.005665008141
886	0.005663748669
887	0.005650059037
888	0.005643780465
889	0.005633079487
890	0.005625271927
891	0.005617657433
892	0.005617354875
893	0.005612537913
894	0.005592388303
895	0.005585479995
896	0.005584022273
897	0.005575351741
898	0.005567569448
899	0.005551996438
900	0.00554767251
901	0.005546418869
902	0.005537273443
903	0.005535851354
904	0.005521953754
905	0.005517211945
906	0.005516061964
907	0.005510903571
908	0.005504672942
909	0.005502569287
910	0.005501515192
911	0.005484790906
912	0.005473483516
913	0.005467145339
914	0.005455030695
915	0.005454215019
916	0.005448743701
917	0.005434594724
918	0.005423599611
919	0.005417452558
920	0.005416539052
921	0.00539911182
922	0.005392870501
923	0.005390087548
924	0.005383445841
925	0.00537873675
926	0.005368279374
927	0.005367415107
928	0.005364256061
929	0.005346449821
930	0.005343131721
931	0.005341784462
932	0.005334957786
933	0.005325889134
934	0.005323089335
935	0.005320947779
936	0.005307457045
937	0.00530304209
938	0.005295647227
939	0.005289031112
940	0.005287110806
941	0.005284847773
942	0.005280634955
943	0.005266998773
944	0.005263028585
945	0.005261709833
946	0.005246861473
947	0.00524364509
948	0.005242120637
949	0.005239106715
950	0.005236514561
951	0.00523564673
952	0.005221484148
953	0.005215217238
954	0.005214556404
955	0.00521331896
956	0.005211993404
957	0.005205917294
958	0.00520527298
959	0.005203977875
960	0.005202677911
961	0.005199707397
962	0.005196124963
963	0.005195201739
964	0.005180384154
965	0.005168830571
966	0.005152086849
967	0.005151336608
968	0.005142556584
969	0.005132707565
970	0.00512828354
971	0.005123480507
972	0.005112073668
973	0.005111246977
974	0.005105379483
975	0.005104023477
976	0.005102298506
977	0.005098265798
978	0.005096374646
979	0.005087228249
980	0.005085640951
981	0.005084629292
982	0.005070886858
983	0.005058764764
984	0.005057468039
985	0.005052797496
986	0.00503865597
987	0.005028017189
988	0.005027071289
989	0.005020608721
990	0.005020197319
991	0.005007944677
992	0.00500289286
993	0.005002030212
994	0.005000564715
995	0.004999371974
996	0.004994963822
997	0.004993888023
998	0.00498564023
999	0.004979673935
